lambda_1 lambda_2 mass_1 mass_2 chirp_mass mass_ratio luminosity_distance dec ra psi phase theta_jn a_1 a_2 tilt_1 tilt_2 phi_12 phi_jl geocent_time chi_1 chi_2
0.0 1068.2235 4.044415 1.174967 1.8306487 0.29051596 221.7102 0.161165 4.163656323839433 6.248884 5.038973 1.527914 0.1699834018945694 0.16102130711078644 0.0 3.141592653589793 0.0 0.0 0.0 0.1699834 -0.1610213
0.0 1806.4161 4.703223 1.065723 1.8526981 0.22659416 148.5516 -0.7259498 3.4225193759744172 3.380518 0.9743072 1.249335 0.6233981847763062 0.3091292977333069 3.141592653589793 0.0 0.0 0.0 0.0 -0.6233982 0.3091293
0.0 74.26494 2.537504 1.806173 1.8583527 0.7117912 211.3013 -0.08691221 5.126265193056071 4.59071 3.954443 2.077621 0.5407425761222839 0.6376485824584961 3.141592653589793 3.141592653589793 0.0 -0.0 0.0 -0.5407426 -0.6376486
7.1494746 506.4473 2.300508 1.34122 1.5182133 0.5830104 242.6204 0.2464316 3.262308024259738 0.672759 1.197404 2.395371 0.3479698896408081 0.47747960686683655 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.3479699 -0.4774796
19.734623 1158.2905 2.114726 1.157692 1.3500024 0.547443 176.4184 -0.2288889 5.3821001585424995 1.142277 3.29099 1.166169 0.08634238690137863 0.6412317752838135 3.141592653589793 0.0 0.0 -0.0 0.0 -0.08634239 0.6412318
38.832226 131.32248 1.96245 1.665714 1.5729034 0.8487931 230.2234 0.4088921 1.5523653261345842 1.444655 2.804071 1.470341 0.5431085228919983 0.15762090682983398 3.141592653589793 0.0 0.0 3.141592653589793 0.0 -0.5431085 0.1576209
6.0806203 37.48812 2.322929 1.970721 1.8613641 0.84837765 88.9981 0.9537407 0.6375594953290218 5.217774 5.892789 1.822304 0.23767299950122833 0.41869691014289856 3.141592653589793 0.0 0.0 0.0 0.0 -0.237673 0.4186969
0.0 22.429903 2.499982 2.087183 1.9869621 0.83487916 163.018 -0.4381879 2.2295015550928454 0.2138322 5.8366 2.003843 0.039779238402843475 0.31546908617019653 0.0 0.0 0.0 0.0 0.0 0.03977924 0.3154691
0.0 658.473 3.194126 1.28138 1.7260351 0.40116766 247.8701 -0.5083961 6.258000187310728 6.210008 5.332974 1.718768 0.22138050198554993 0.310539186000824 3.141592653589793 0.0 0.0 0.0 0.0 -0.2213805 0.3105392
20.641954 232.96614 2.105132 1.525302 1.5559279 0.7245636 175.7419 0.8348114 0.5132108638365551 2.386559 1.994445 1.23928 0.48613241314888 0.12644900381565094 0.0 0.0 0.0 3.141592653589793 0.0 0.4861324 0.126449
0.0 1139.5305 4.494669 1.161164 1.9057041 0.2583425 167.971 0.7808082 3.711485557826798 1.524582 5.231322 0.9351197 0.12694430351257324 0.059507790952920914 0.0 0.0 0.0 0.0 0.0 0.1269443 0.05950779
0.0 250.73282 2.647486 1.507511 1.725609 0.5694123 198.2626 -0.4332064 1.3326160397712172 0.9984569 5.184971 3.067959 0.3260616958141327 0.10810080170631409 3.141592653589793 0.0 0.0 0.0 0.0 -0.3260617 0.1081008
10.096026 1182.2692 2.245154 1.153344 1.3856884 0.51370376 160.3573 0.5043455 0.272249804548899 1.415323 2.270527 2.236752 0.19781750440597534 0.5888599753379822 3.141592653589793 3.141592653589793 0.0 3.141592653589793 0.0 -0.1978175 -0.58886
0.0 342.27518 2.847821 1.432934 1.738358 0.5031686 176.1458 0.07020433 1.7037003341258767 6.144096 0.2823161 0.9546574 0.6227114200592041 0.2024185061454773 3.141592653589793 0.0 0.0 0.0 0.0 -0.6227114 0.2024185
16.796846 420.09558 2.148354 1.384645 1.4943002 0.6445143 211.4506 -0.6622834 5.750298013533445 2.43763 0.07575067 0.6270427 0.5436602234840393 0.3121928870677948 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.5436602 -0.3121929
0.0 11.451036 2.503994 2.222713 2.053044 0.88766706 203.5331 -0.2389152 5.346807349285207 1.341457 2.876336 1.497965 0.5866013765335083 0.26866400241851807 0.0 0.0 0.0 3.141592653589793 0.0 0.5866014 0.268664
0.0 1797.995 3.961213 1.066664 1.7188447 0.2692771 245.0328 -0.1132597 3.4468148778553385 3.479071 1.483685 2.023978 0.38959410786628723 0.44174009561538696 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.3895941 -0.4417401
0.0 91.8 2.457157 1.754049 1.8022019 0.71385306 212.2751 -1.24042 1.0090805052950458 0.3864749 5.843746 1.17731 0.13715510070323944 0.12643380463123322 3.141592653589793 0.0 0.0 0.0 0.0 -0.1371551 0.1264338
0.0 525.93604 2.403809 1.332528 1.5447441 0.5543402 68.39117 0.3614597 1.9354361439090866 3.054436 4.615248 1.659441 0.519497275352478 0.1494636982679367 0.0 0.0 0.0 -0.0 0.0 0.5194973 0.1494637
13.834814 14.742573 2.187071 2.174616 1.8985252 0.9943052 157.2923 0.8448688 2.76585866902429 2.913127 2.751763 1.956114 0.3983176052570343 0.28092271089553833 0.0 3.141592653589793 0.0 3.141592653589793 0.0 0.3983176 -0.2809227
0.0 71.0057 2.848366 1.817169 1.9706722 0.6379689 222.1184 0.06582614 4.379983434440199 2.890937 1.274189 2.046607 0.03992560878396034 0.4022980034351349 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.03992561 -0.402298
38.295074 1794.5089 1.965724 1.067055 1.2492733 0.5428305 234.0955 -0.5416973 5.697853191363954 3.920238 4.967693 1.238521 0.11779999732971191 0.529801070690155 3.141592653589793 0.0 0.0 0.0 0.0 -0.1178 0.5298011
3.0932794 1033.3113 2.384425 1.182104 1.4440243 0.49576062 245.1284 0.3633033 1.745451877291984 2.23068 4.737156 0.6933022 0.3176375925540924 0.6237940192222595 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.3176376 -0.623794
0.0 183.71573 2.825111 1.583184 1.8259381 0.5603971 249.2431 0.8964153 3.7584752624109186 5.781011 5.199611 1.56921 0.7000855803489685 0.16562670469284058 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.7000856 -0.1656267
0.0 642.8408 3.710191 1.286799 1.8518357 0.34682822 214.8555 -1.092115 3.1360914925225956 4.353269 4.921332 1.111544 0.3048827052116394 0.4764423072338104 3.141592653589793 0.0 0.0 0.0 0.0 -0.3048827 0.4764423
13.249761 1992.6743 2.195408 1.046088 1.3016704 0.47648907 183.1641 -1.16371 3.8327627782764324 3.68512 0.175719 1.123519 0.4194304049015045 0.24012619256973267 0.0 0.0 0.0 0.0 0.0 0.4194304 0.2401262
0.0 1959.1311 4.399276 1.049467 1.7838187 0.23855448 209.7572 -0.6313706 5.0267393012193295 3.403788 0.4308187 2.223386 0.14099690318107605 0.3773055970668793 0.0 3.141592653589793 0.0 0.0 0.0 0.1409969 -0.3773056
0.0 688.9726 4.189748 1.271201 1.9426191 0.30340752 249.4325 -0.00374926 3.8136083477638607 0.1071364 2.591123 1.851989 0.5060182809829712 0.08524905145168304 3.141592653589793 3.141592653589793 0.0 3.141592653589793 0.0 -0.5060183 -0.08524905
0.0 1149.2351 4.038535 1.15936 1.815933 0.2870744 177.6955 0.3069049 5.301850615783458 3.356391 2.195078 0.6150497 0.2827647030353546 0.2082459032535553 3.141592653589793 0.0 0.0 3.141592653589793 0.0 -0.2827647 0.2082459
0.0 144.3709 3.157473 1.642369 1.9617374 0.520153 131.2166 -0.528318 0.008952680602291707 3.296737 2.83482 2.205244 0.4757930040359497 0.5713706016540527 0.0 0.0 0.0 3.141592653589793 0.0 0.475793 0.5713706
0.0 629.60406 2.515591 1.291501 1.5521089 0.5133987 141.967 0.1597619 0.9430306802878334 5.614447 6.098733 1.656486 0.28057289123535156 0.10100989788770676 3.141592653589793 0.0 0.0 0.0 0.0 -0.2805729 0.1010099
0.0 1269.8411 4.769574 1.13826 1.9344032 0.23865023 147.6655 -0.6927831 2.343177519554942 2.946074 0.2824149 2.102654 0.28972819447517395 0.3913913071155548 0.0 0.0 0.0 0.0 0.0 0.2897282 0.3913913
0.0 323.52365 2.816965 1.446332 1.7381233 0.51343626 215.504 0.03109801 3.0852328026430627 0.7168279 0.1455505 1.938599 0.06658578664064407 0.4542311131954193 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.06658579 -0.4542311
5.182669 145.90579 2.342484 1.639765 1.7007846 0.7000112 182.7123 0.4457508 0.48202055480759043 6.2216 0.6333138 1.40996 0.09803366661071777 0.5666400194168091 3.141592653589793 0.0 0.0 0.0 0.0 -0.09803367 0.56664
58.62161 217.12732 1.863899 1.542401 1.4747392 0.82751316 235.0318 0.1032105 4.263517763907643 3.827923 2.362751 1.342656 0.41097989678382874 0.047660499811172485 0.0 3.141592653589793 0.0 3.141592653589793 0.0 0.4109799 -0.0476605
0.0 2319.944 2.672173 1.016158 1.4025861 0.38027403 198.6724 -1.167966 2.7143537514693747 4.751484 4.940667 2.27237 0.21740449965000153 0.6746066808700562 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.2174045 -0.6746067
0.0 566.31024 2.900309 1.315582 1.6747866 0.45360065 208.0546 -0.1508138 1.3865612943391028 4.648702 5.768461 1.904015 0.6700637936592102 0.271129310131073 3.141592653589793 0.0 0.0 0.0 0.0 -0.6700638 0.2711293
0.0 2302.7993 4.081839 1.017604 1.6965092 0.24930038 191.6594 0.2540295 0.3054919748344318 4.639435 0.05810984 0.3969488 0.3931627869606018 0.03188484162092209 3.141592653589793 0.0 0.0 0.0 0.0 -0.3931628 0.03188484
8.329587 148.02214 2.277199 1.63622 1.6758469 0.718523 232.553 -0.004433885 3.20566182920264 0.7821531 1.550477 1.669622 0.44718098640441895 0.14118529856204987 0.0 0.0 0.0 0.0 0.0 0.447181 0.1411853
0.0 1388.4407 2.65572 1.119589 1.474192 0.42157644 222.0627 -0.2403957 5.343592165319919 0.7569921 0.02476465 2.894527 0.5447810292243958 0.1825316995382309 0.0 0.0 0.0 0.0 0.0 0.544781 0.1825317
0.0 270.42303 2.658624 1.489275 1.7179617 0.5601676 205.8891 1.052503 0.4198510223020193 3.403565 5.326626 0.898198 0.009110178798437119 0.21545879542827606 0.0 3.141592653589793 0.0 0.0 0.0 0.009110179 -0.2154588
0.0 2498.8315 2.766318 1.001757 1.4137571 0.36212647 232.106 -0.02169052 5.95410434388576 4.27789 3.544007 2.369329 0.6931766867637634 0.6527553200721741 3.141592653589793 3.141592653589793 0.0 -0.0 0.0 -0.6931767 -0.6527553
353.88608 362.66907 1.425024 1.419222 1.238027 0.99592847 141.1129 0.2472196 5.420638406741986 2.578666 6.230282 2.505963 0.13236190378665924 0.19507069885730743 0.0 3.141592653589793 0.0 0.0 0.0 0.1323619 -0.1950707
0.0 329.48624 4.246311 1.441984 2.095014 0.33958513 188.7199 0.1895983 1.1294399676068778 4.50597 2.518815 1.432103 0.7292979955673218 0.6648213863372803 3.141592653589793 3.141592653589793 0.0 3.141592653589793 0.0 -0.729298 -0.6648214
20.080706 1972.2867 2.111026 1.048134 1.2794752 0.49650452 157.8224 -0.3727098 4.673588390409336 4.950438 5.363711 1.225338 0.4932014048099518 0.012162240222096443 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.4932014 -0.01216224
0.0 2468.9033 4.938223 1.004083 1.8298405 0.20332882 158.5342 -0.7620763 2.0430685302951233 4.872681 4.261338 0.1707918 0.2812007963657379 0.0056677148677408695 3.141592653589793 3.141592653589793 0.0 -0.0 0.0 -0.2812008 -0.005667715
33.55135 623.852 1.996562 1.293578 1.392523 0.6479028 219.5398 -0.8337173 0.5281311461828508 5.513219 5.321854 2.254127 0.3090643882751465 0.2208070009946823 3.141592653589793 0.0 0.0 0.0 0.0 -0.3090644 0.220807
0.0 1562.918 4.38116 1.095142 1.8236365 0.24996623 191.5399 0.03643842 2.3260475624799355 2.582347 3.542067 1.708512 0.6855335831642151 0.33497869968414307 3.141592653589793 3.141592653589793 0.0 -0.0 0.0 -0.6855336 -0.3349787
0.0 1179.423 4.146729 1.153855 1.832523 0.27825665 220.2134 0.1011347 5.219334712771079 6.005262 5.742183 1.233836 0.6685190796852112 0.468082994222641 0.0 0.0 0.0 0.0 0.0 0.6685191 0.468083
0.0 2448.9595 4.903279 1.005651 1.8258226 0.20509766 211.1651 -0.3527193 5.595099371547541 3.636827 5.940704 1.488084 0.5846232771873474 0.43618449568748474 3.141592653589793 0.0 0.0 0.0 0.0 -0.5846233 0.4361845
0.0 861.565 3.681119 1.221601 1.7933214 0.3318559 121.1355 0.1014077 0.4425167813164421 0.4079417 1.36922 1.028125 0.3256922960281372 0.7321372032165527 0.0 0.0 0.0 0.0 0.0 0.3256923 0.7321372
0.0 55.147854 2.591068 1.878697 1.9157747 0.72506666 155.9005 -0.8106411 5.209644431971093 5.134884 0.4193119 1.477418 0.0392531082034111 0.2916702926158905 3.141592653589793 0.0 0.0 0.0 0.0 -0.03925311 0.2916703
29.689026 1773.4271 2.024651 1.069438 1.2682267 0.52820855 169.757 -0.08413157 1.7529423577022598 0.5507575 1.486918 1.806828 0.5851939916610718 0.712032675743103 0.0 3.141592653589793 0.0 0.0 0.0 0.585194 -0.7120327
2.9941585 5.6329255 2.385837 2.332617 2.0536697 0.9776934 109.4296 -0.7406979 3.094747976366044 3.599245 5.234483 1.404002 0.5121294856071472 0.4053153097629547 0.0 0.0 0.0 0.0 0.0 0.5121295 0.4053153
0.0 602.8443 2.636997 1.301345 1.5930836 0.49349508 227.8325 -0.1944066 3.740091907437737 4.579558 1.105364 1.714408 0.44656139612197876 0.6453582048416138 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.4465614 -0.6453582
0.0 410.06406 4.254694 1.390305 2.055201 0.32676968 148.14 1.110031 2.2547697766271426 1.185706 2.227694 0.7818061 0.19579030573368073 0.2596110999584198 0.0 3.141592653589793 0.0 3.141592653589793 0.0 0.1957903 -0.2596111
0.0 989.54565 3.216805 1.191439 1.6643505 0.37037963 170.7461 0.07767128 5.1051199047457985 4.935162 5.969743 1.114648 0.48796528577804565 0.43170079588890076 0.0 3.141592653589793 0.0 0.0 0.0 0.4879653 -0.4317008
0.0 2418.0881 4.18374 1.008107 1.7059977 0.2409583 128.0192 1.225647 5.951258691459508 4.276858 3.565769 1.648375 0.7114179134368896 0.37960439920425415 0.0 0.0 0.0 -0.0 0.0 0.7114179 0.3796044
9.609413 328.6027 2.253656 1.442623 1.5619651 0.6401257 209.1673 0.09939674 0.10527692840347669 3.918097 0.08747341 1.287256 0.2504524886608124 0.03373675048351288 0.0 0.0 0.0 0.0 0.0 0.2504525 0.03373675
0.0 135.3819 2.568403 1.658208 1.7880632 0.6456183 219.5361 0.8625017 0.03228874202265075 3.988182 6.245 2.077926 0.1949748992919922 0.16673189401626587 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.1949749 -0.1667319
0.0 78.30798 3.127683 1.793164 2.0459626 0.57332027 218.4009 1.30923 4.9578486613312975 4.828238 5.898515 1.391021 0.41412100195884705 0.1603458970785141 3.141592653589793 0.0 0.0 0.0 0.0 -0.414121 0.1603459
3.2366335 286.62875 2.382277 1.475285 1.6227751 0.6192752 164.6919 -0.8458943 0.6447580094283367 5.910385 3.53032 2.74089 0.23564569652080536 0.35168910026550293 3.141592653589793 0.0 0.0 -0.0 0.0 -0.2356457 0.3516891
0.0 58.35287 2.570967 1.865014 1.9013814 0.72541344 141.5179 0.8717791 5.439489795345651 2.590874 1.146456 2.262153 0.6558932065963745 0.6217955946922302 0.0 3.141592653589793 0.0 0.0 0.0 0.6558932 -0.6217956
159.50186 159.57849 1.617849 1.617731 1.408368 0.99992704 207.6443 -0.7787741 5.624485879713973 1.056839 3.564514 1.624759 0.632904589176178 0.5925219058990479 0.0 3.141592653589793 0.0 -0.0 0.0 0.6329046 -0.5925219
0.0 1050.4326 3.188306 1.178571 1.6478409 0.36965427 178.2099 -1.164587 4.18991548186699 2.442169 5.142484 2.465405 0.0523499995470047 0.3807060122489929 0.0 3.141592653589793 0.0 0.0 0.0 0.05235 -0.380706
0.0 673.5921 3.159085 1.276271 1.7136291 0.4040002 188.2994 -0.8357889 2.695255695584059 4.500309 4.490107 0.5140219 0.41635531187057495 0.09254500269889832 0.0 3.141592653589793 0.0 -0.0 0.0 0.4163553 -0.092545
99.69574 584.56006 1.733704 1.308349 1.3085364 0.75465536 170.3401 0.3796527 3.224593277616954 5.603129 4.169755 1.81749 0.6491674780845642 0.3084411919116974 0.0 3.141592653589793 0.0 -0.0 0.0 0.6491675 -0.3084412
21.365826 22.293398 2.097719 2.088512 1.8221576 0.99561095 153.1025 0.2567098 1.9955945922739957 5.19965 2.662432 1.881429 0.4085184931755066 0.6375287175178528 0.0 0.0 0.0 3.141592653589793 0.0 0.4085185 0.6375287
0.0 1775.7756 3.396499 1.069171 1.6071998 0.3147862 197.3721 -0.6936423 4.0117907544956 2.983806 4.597812 1.14592 0.2169983983039856 0.24222970008850098 0.0 3.141592653589793 0.0 -0.0 0.0 0.2169984 -0.2422297
0.0 1817.8693 4.286968 1.064451 1.7777545 0.24829924 146.7977 -1.116044 0.9614625198629838 3.538078 0.649138 0.7698142 0.4063990116119385 0.21383780241012573 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.406399 -0.2138378
0.0 244.37778 3.694779 1.513719 2.0194714 0.40969136 188.9025 -0.3818547 1.8716849293306623 5.247009 2.949522 1.098902 0.6542060971260071 0.3820072114467621 0.0 0.0 0.0 3.141592653589793 0.0 0.6542061 0.3820072
0.0 35.196026 2.567527 1.985457 1.962303 0.7732954 200.9587 -0.6764161 4.587582172989791 1.637796 0.1668262 1.476136 0.4374159872531891 0.28841501474380493 0.0 0.0 0.0 0.0 0.0 0.437416 0.288415
0.0 1021.7105 4.752059 1.184535 1.9749241 0.24926774 236.7122 0.8756101 5.7625119361074795 3.23309 4.153255 1.383506 0.6351078152656555 0.46689680218696594 0.0 3.141592653589793 0.0 -0.0 0.0 0.6351078 -0.4668968
0.0 504.66714 2.565259 1.342032 1.5986793 0.5231565 176.8592 0.628578 2.8111467274758652 2.54052 4.615848 1.352836 0.5952944159507751 0.7472400069236755 0.0 3.141592653589793 0.0 -0.0 0.0 0.5952944 -0.74724
0.0 533.85785 3.185455 1.329094 1.7583829 0.41723835 229.3255 1.094892 2.3901336777527504 0.3058017 2.265525 1.462469 0.7320265173912048 0.654279887676239 0.0 0.0 0.0 3.141592653589793 0.0 0.7320265 0.6542799
0.0 440.15253 4.251998 1.373751 2.0411015 0.32308367 215.371 0.08129907 5.707208651922123 5.574215 1.953483 0.8297066 0.17414210736751556 0.38404059410095215 0.0 3.141592653589793 0.0 3.141592653589793 0.0 0.1741421 -0.3840406
0.0 106.87348 2.866272 1.716549 1.9184816 0.5988786 202.3067 -0.4039899 4.2923841479243166 1.339304 4.318938 1.350809 0.29292720556259155 0.4058750867843628 3.141592653589793 0.0 0.0 -0.0 0.0 -0.2929272 0.4058751
0.0 611.534 2.420314 1.298097 1.5283959 0.5363341 232.4908 0.3829698 5.381126992393696 5.288273 4.776327 2.297915 0.08322379738092422 0.47716739773750305 0.0 3.141592653589793 0.0 0.0 0.0 0.0832238 -0.4771674
335.74545 1096.4501 1.437509 1.169384 1.1274984 0.8134795 42.10458 0.2700876 1.9334537107141756 3.56277 1.436892 3.036172 0.16386030614376068 0.11278390139341354 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.1638603 -0.1127839
0.0 126.24494 3.133262 1.67544 1.9754672 0.53472704 211.9769 0.8199695 1.5822141126781304 6.078167 5.238579 2.184295 0.3813908100128174 0.2502574920654297 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.3813908 -0.2502575
74.11607 169.57428 1.806665 1.602812 1.4808757 0.8871662 221.4618 0.1495274 5.496678944433519 5.101449 5.712667 1.069556 0.20751479268074036 0.09789404273033142 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.2075148 -0.09789404
0.0 376.11432 2.875607 1.410625 1.7316877 0.49054858 218.5933 -0.09118684 5.384124017193393 1.837068 4.139421 2.294635 0.31835681200027466 0.6027876138687134 3.141592653589793 3.141592653589793 0.0 -0.0 0.0 -0.3183568 -0.6027876
35.2458 51.53977 1.985128 1.895026 1.6883888 0.9546115 104.4291 -0.4176788 1.8676024138047893 4.2342 0.3825857 0.4837436 0.3687449097633362 0.5378968715667725 0.0 0.0 0.0 0.0 0.0 0.3687449 0.5378969
203.15169 490.26697 1.558608 1.348716 1.2615247 0.8653337 137.8446 -0.6048958 0.23930440178891388 5.717876 0.1560038 2.647381 0.5805987119674683 0.18347999453544617 3.141592653589793 0.0 0.0 0.0 0.0 -0.5805987 0.18348
77.99421 1152.5432 1.79415 1.158749 1.2492782 0.64584845 234.027 0.5484838 0.6523534021770416 4.327082 0.2242541 1.428405 0.010317119769752026 0.3627086877822876 0.0 0.0 0.0 0.0 0.0 0.01031712 0.3627087
0.0 1456.6547 3.751544 1.109642 1.7150916 0.29578274 120.1881 -1.198712 0.329535405668949 2.620546 0.609031 1.365813 0.14340810477733612 0.6626092195510864 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.1434081 -0.6626092
0.0 582.55396 4.639154 1.309132 2.0662124 0.28219196 192.3755 0.8771425 4.888045521955874 3.985836 0.7041094 1.133325 0.5453956723213196 0.6041017174720764 0.0 3.141592653589793 0.0 0.0 0.0 0.5453957 -0.6041017
24.453184 1271.5698 2.068222 1.137974 1.3238528 0.5502185 213.8778 -0.9974158 3.4136142650612697 0.5796296 1.905074 1.460197 0.34572380781173706 0.7445657849311829 3.141592653589793 0.0 0.0 3.141592653589793 0.0 -0.3457238 0.7445658
8.61096 662.9998 2.27187 1.279837 1.4724327 0.5633408 208.4801 0.6421092 2.2240640089375034 0.5289354 1.969802 2.5787 0.49261099100112915 0.6160702705383301 0.0 3.141592653589793 0.0 3.141592653589793 0.0 0.492611 -0.6160703
4.4161363 369.93735 2.3592 1.414533 1.580056 0.59958166 224.4563 0.7011365 3.3132855474913327 1.224737 6.177486 0.9617518 0.16752409934997559 0.30380868911743164 3.141592653589793 0.0 0.0 0.0 0.0 -0.1675241 0.3038087
204.70168 1322.2649 1.556754 1.129776 1.1515666 0.7257255 87.35877 -0.3875082 2.158421637935035 2.541836 1.71681 1.091543 0.04125086963176727 0.3176259994506836 3.141592653589793 3.141592653589793 0.0 3.141592653589793 0.0 -0.04125087 -0.317626
0.0 1196.7191 4.423241 1.150771 1.8827997 0.26016465 80.87775 0.1602504 6.190348845259805 1.571006 5.740293 2.576791 0.47478389739990234 0.5939671993255615 0.0 0.0 0.0 0.0 0.0 0.4747839 0.5939672
0.0 214.6666 2.929806 1.545174 1.8337138 0.52739805 214.6817 0.2339846 4.158768857415353 5.125869 5.636255 1.955498 0.4021073877811432 0.40033799409866333 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.4021074 -0.400338
0.0 1386.3662 3.720431 1.1199 1.7174674 0.3010135 203.2082 0.8682788 5.878858354023478 1.796126 5.158026 1.595502 0.4599370062351227 0.27720218896865845 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.459937 -0.2772022
17.056435 49.82587 2.145208 1.90316 1.7583722 0.8871681 172.7466 -0.9453778 2.8904826362682954 5.472809 3.957748 0.5732977 0.5629699230194092 0.06080399081110954 0.0 3.141592653589793 0.0 -0.0 0.0 0.5629699 -0.06080399
7.6295967 21.435146 2.290841 2.09702 1.9076905 0.915393 234.0116 0.5704172 4.707720315620115 3.327909 3.67018 1.042055 0.6891245245933533 0.6958494782447815 3.141592653589793 0.0 0.0 -0.0 0.0 -0.6891245 0.6958495
0.0 51.141155 2.69109 1.896895 1.960914 0.7048798 213.5599 -0.08047969 4.186795267885479 4.942497 0.9823042 1.765428 0.6518939733505249 0.07577279210090637 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.651894 -0.07577279
363.82285 2186.4026 1.418471 1.027755 1.0483993 0.7245513 225.7974 0.7071838 2.420701575827131 3.828346 6.186752 2.431356 0.27323830127716064 0.5607131123542786 0.0 0.0 0.0 0.0 0.0 0.2732383 0.5607131
0.0 959.9073 3.490631 1.198024 1.732256 0.3432113 229.1386 -0.2938231 2.7086917140091984 4.563141 1.907776 0.9292186 0.5664851069450378 0.4625473916530609 3.141592653589793 0.0 0.0 3.141592653589793 0.0 -0.5664851 0.4625474
0.0 2207.9766 2.990546 1.025828 1.4836389 0.34302366 148.8802 0.05184278 6.087212562034999 6.067335 3.142787 1.268422 0.2717280983924866 0.7197104096412659 3.141592653589793 3.141592653589793 0.0 -0.0 0.0 -0.2717281 -0.7197104
6.559863 125.70111 2.312737 1.676505 1.7097814 0.72490084 230.7095 -0.1123066 1.9565701551451795 0.9368305 4.489587 2.523056 0.0785531997680664 0.262226402759552 3.141592653589793 3.141592653589793 0.0 -0.0 0.0 -0.0785532 -0.2622264
18.40489 338.23303 2.129429 1.435755 1.5163159 0.6742441 173.5991 -0.4001154 3.3254583896756387 2.472759 4.832877 2.405407 0.13617940247058868 0.3234567940235138 0.0 0.0 0.0 0.0 0.0 0.1361794 0.3234568
0.0 1637.0222 3.179509 1.085671 1.5734303 0.34145868 149.2526 -0.8834604 4.318714731458037 2.992626 6.080196 0.3909857 0.08105585724115372 0.2243994027376175 0.0 0.0 0.0 0.0 0.0 0.08105586 0.2243994
0.0 160.95663 3.090793 1.615618 1.9253389 0.52271956 229.4136 0.693301 1.9990578578602651 5.938806 5.01334 1.346266 0.3570499122142792 0.058501530438661575 0.0 0.0 0.0 0.0 0.0 0.3570499 0.05850153
0.0 23.716091 2.596448 2.074974 2.0181136 0.79915875 143.8835 0.704975 5.792746315737183 5.549998 3.551046 2.194697 0.36495789885520935 0.6583675146102905 0.0 3.141592653589793 0.0 -0.0 0.0 0.3649579 -0.6583675
0.0 1028.3352 4.67204 1.183143 1.9589267 0.25323907 182.5881 -0.03230084 1.9643495814837877 4.600164 2.771743 2.303769 0.4591970145702362 0.024692460894584656 0.0 0.0 0.0 3.141592653589793 0.0 0.459197 0.02469246
46.26955 325.93423 1.920899 1.444564 1.4472243 0.75202495 175.2115 0.3047153 5.274538683673761 4.550486 2.332723 1.820068 0.14648279547691345 0.6303625702857971 3.141592653589793 3.141592653589793 0.0 3.141592653589793 0.0 -0.1464828 -0.6303626
56.692432 133.26788 1.872012 1.662088 1.5350477 0.88786185 53.36535 0.4861434 2.7100265764332505 1.878008 3.65766 0.5253674 0.177810400724411 0.595214307308197 0.0 0.0 0.0 -0.0 0.0 0.1778104 0.5952143
0.0 925.82056 4.344007 1.205881 1.917168 0.27759647 100.4624 -0.1398865 1.34739581156677 3.317799 5.475584 2.030471 0.7036877870559692 0.2802223861217499 0.0 0.0 0.0 0.0 0.0 0.7036878 0.2802224
0.0 47.054226 2.523313 1.916879 1.9109933 0.7596676 229.3991 -0.8561327 5.718236545273264 2.755896 4.880524 2.008739 0.5186806917190552 0.08907908946275711 0.0 0.0 0.0 0.0 0.0 0.5186807 0.08907909
0.0 494.09848 3.731111 1.346917 1.9035679 0.36099625 237.6965 0.9018535 5.540791747405471 4.489105 5.984191 1.648286 0.4341995120048523 0.5625848770141602 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.4341995 -0.5625849
0.0 833.71497 2.99081 1.228822 1.6372378 0.41086596 248.2061 0.1671846 1.1329491039672064 0.5630001 2.026788 0.5461061 0.12978729605674744 0.6257110238075256 3.141592653589793 0.0 0.0 3.141592653589793 0.0 -0.1297873 0.625711
52.202282 1413.2312 1.891949 1.115912 1.2562385 0.58982134 208.7911 -0.1540766 4.8744482058703795 4.678139 5.246007 1.846903 0.28639981150627136 0.008188871666789055 0.0 0.0 0.0 0.0 0.0 0.2863998 0.008188872
