lambda_1 lambda_2 mass_1 mass_2 chirp_mass mass_ratio luminosity_distance dec ra psi phase theta_jn a_1 a_2 tilt_1 tilt_2 phi_12 phi_jl geocent_time
0.0 0.0 4.46419 3.139943 3.249292 0.7033623 171.8922 1.220592 4.490652389298354 4.878554 5.646273 1.85395 0.7075852155685425 0.610442578792572 0.0 0.0 0.0 0.0 0.0
0.0 0.0 3.690403 3.689934 3.2124784 0.9998729 122.9921 1.425575 0.3627500272872055 1.376534 5.07721 1.444261 0.1388022005558014 0.4840969145298004 3.141592653589793 0.0 0.0 0.0 0.0
0.0 0.0 4.689819 4.059362 3.796425 0.865569 242.1245 1.120851 3.9553081248326123 5.217705 1.150287 1.554791 0.4995031952857971 0.2874431014060974 0.0 3.141592653589793 0.0 0.0 0.0
0.0 0.0 4.723174 4.387485 3.9624138 0.92892724 170.9237 0.663392 3.2065320194254525 5.412951 0.4567859 2.930285 0.1914214938879013 0.1889909952878952 0.0 3.141592653589793 0.0 0.0 0.0
0.0 0.0 4.601814 4.288293 3.8667555 0.93187016 246.0001 -1.384479 5.5482961296387145 1.427125 1.515322 2.394794 0.567912220954895 0.4798746109008789 0.0 0.0 0.0 0.0 0.0
0.0 0.0 4.98451 3.133425 3.4221258 0.6286325 154.3719 0.3825049 4.254465912863765 5.328646 3.952633 0.4731292 0.26695749163627625 0.08952244371175766 0.0 3.141592653589793 0.0 -0.0 0.0
0.0 0.0 4.13627 3.542693 3.3304656 0.8564946 130.367 0.3043621 1.6808546530977253 6.071566 0.1987323 1.048157 0.731846272945404 0.11642610281705856 0.0 3.141592653589793 0.0 0.0 0.0
0.0 0.0 4.929471 3.233448 3.4602752 0.6559422 109.4847 0.01177636 5.026809435150739 1.124218 0.6698032 1.77027 0.39010539650917053 0.5980147123336792 0.0 3.141592653589793 0.0 0.0 0.0
0.0 0.0 4.927696 4.707499 4.1926484 0.9553144 216.0504 0.1752792 5.539337830169046 3.391334 1.242557 2.783089 0.4606730043888092 0.20454980432987213 0.0 0.0 0.0 0.0 0.0
0.0 0.0 4.858078 3.07337 3.3463943 0.6326308 71.05543 -0.8037397 6.063148950650742 2.170562 3.100985 0.7157025 0.349236398935318 0.7054429054260254 0.0 0.0 0.0 3.141592653589793 0.0
0.0 0.0 4.443208 4.182214 3.7523704 0.9412599 247.2297 -0.9809156 3.522442197113442 5.764215 2.958333 2.136353 0.2860059142112732 0.12144359946250916 3.141592653589793 3.141592653589793 0.0 3.141592653589793 0.0
0.0 0.0 4.735168 4.530649 4.0320024 0.95680857 133.4077 -0.8258411 4.5709426046733554 2.166825 1.168924 2.209007 0.18713200092315674 0.18086430430412292 3.141592653589793 3.141592653589793 0.0 0.0 0.0
0.0 0.0 4.914965 3.339522 3.513863 0.6794599 161.1224 0.495114 4.8171434447058985 0.002137098 2.784149 0.6952807 0.2687534987926483 0.16184140741825104 0.0 0.0 0.0 3.141592653589793 0.0
0.0 0.0 4.947479 3.644302 3.6879272 0.7365978 204.0835 -0.8629126 4.881667493092273 4.793723 3.443629 0.27084 0.5902941226959229 0.49849608540534973 0.0 0.0 0.0 -0.0 0.0
0.0 0.0 4.649583 4.06679 3.7838361 0.874657 240.1281 0.5549058 0.3894399243252309 1.023632 3.561507 1.009327 0.04983077943325043 0.5217545032501221 3.141592653589793 0.0 0.0 -0.0 0.0
0.0 0.0 4.949587 3.252346 3.4775724 0.6570944 203.8122 0.8396161 0.7325790790744549 1.311015 0.5662688 0.9865065 0.009655658155679703 0.37375009059906006 3.141592653589793 0.0 0.0 0.0 0.0
0.0 0.0 4.989494 4.168831 3.9671562 0.8355218 153.8008 -0.5199513 1.1827279313006542 3.977757 2.643956 1.594435 0.7393385767936707 0.6199048161506653 3.141592653589793 3.141592653589793 0.0 3.141592653589793 0.0
0.0 0.0 3.802655 3.654797 3.2452788 0.9611172 167.4657 -0.2692839 1.4307348285224393 0.6143522 3.70642 1.181094 0.29118019342422485 0.35071301460266113 3.141592653589793 3.141592653589793 0.0 -0.0 0.0
0.0 0.0 4.859061 2.967133 3.285667 0.6106392 180.8865 -0.5390023 3.506337513051946 4.634997 0.9571714 1.703711 0.1414051055908203 0.5901771187782288 0.0 0.0 0.0 0.0 0.0
0.0 0.0 4.119137 3.41827 3.2637975 0.8298511 237.6897 -0.6272592 0.5086766753525112 1.460833 1.377309 0.4612634 0.665172278881073 0.25834500789642334 3.141592653589793 0.0 0.0 0.0 0.0
0.0 0.0 4.405786 3.921139 3.6171331 0.8899976 195.0332 -1.09361 6.195658891661694 4.497852 4.347564 1.574281 0.5326123237609863 0.5831369757652283 3.141592653589793 3.141592653589793 0.0 -0.0 0.0
0.0 0.0 4.447387 3.755038 3.555029 0.8443245 246.428 0.05847448 4.130239202452252 4.859426 0.3450369 1.348474 0.48378708958625793 0.32875359058380127 0.0 3.141592653589793 0.0 0.0 0.0
0.0 0.0 4.274839 4.090978 3.6403782 0.95699 200.955 0.1323501 4.044021286376413 0.6576779 6.138496 1.291761 0.6139541268348694 0.34485501050949097 0.0 0.0 0.0 0.0 0.0
0.0 0.0 4.78994 3.858862 3.7383711 0.80561805 176.57 -0.3790506 4.61029865579669 4.38947 3.457303 1.168185 0.5626646280288696 0.11574260145425797 0.0 0.0 0.0 -0.0 0.0
0.0 0.0 4.748037 4.292962 3.9293382 0.9041552 204.1131 -0.2666386 5.209704990790236 3.612647 3.245267 1.153911 0.07630045711994171 0.6852962970733643 0.0 3.141592653589793 0.0 -0.0 0.0
0.0 0.0 4.46501 3.99683 3.6764605 0.89514464 134.4275 -0.8272374 2.579292003317505 0.2837021 3.687131 0.2481068 0.2526850998401642 0.08052971959114075 0.0 0.0 0.0 -0.0 0.0
0.0 0.0 4.488935 4.231944 3.7940052 0.94275016 163.7942 1.232888 4.2356015037953725 0.9499018 4.681608 1.357062 0.3797178864479065 0.36948689818382263 0.0 3.141592653589793 0.0 -0.0 0.0
0.0 0.0 4.077335 3.757943 3.4071016 0.9216665 246.3833 -1.117886 0.7005120425794757 2.052876 1.869557 0.8559685 0.07645660638809204 0.248997300863266 3.141592653589793 3.141592653589793 0.0 3.141592653589793 0.0
0.0 0.0 4.941112 3.658972 3.6932588 0.7405159 180.3806 -0.6754907 4.5884542877950025 4.994483 4.370614 2.24061 0.022600220516324043 0.03198162093758583 3.141592653589793 3.141592653589793 0.0 -0.0 0.0
0.0 0.0 4.780496 3.343566 3.469406 0.6994182 236.8346 0.4901694 0.8777012474256267 3.604229 3.272638 0.3224842 0.6927083134651184 0.33283519744873047 0.0 0.0 0.0 -0.0 0.0
0.0 0.0 4.511293 4.332469 3.8485265 0.9603608 197.0733 -0.7290311 2.48912989283167 2.026018 1.032011 1.255629 0.346121609210968 0.4087713062763214 0.0 3.141592653589793 0.0 0.0 0.0
0.0 0.0 4.513951 4.018418 3.7064083 0.8902219 232.1999 -0.9007905 4.095197111736752 1.832734 5.883928 1.257822 0.46077480912208557 0.34989631175994873 0.0 0.0 0.0 0.0 0.0
0.0 0.0 3.916413 3.490513 3.2176518 0.8912525 72.96541 0.1570629 3.108835136930111 2.590113 6.005767 0.9129328 0.3766365945339203 0.5480018854141235 0.0 0.0 0.0 0.0 0.0
0.0 0.0 4.765366 3.122658 3.3433266 0.6552819 214.4801 -0.02702207 1.9548087413222461 1.270566 2.369107 1.785259 0.7336758971214294 0.018028980121016502 0.0 3.141592653589793 0.0 3.141592653589793 0.0
0.0 0.0 4.930953 3.534274 3.6241899 0.71675277 119.177 -0.91267 3.941666053224232 0.1846472 5.75464 1.737668 0.2989371120929718 0.675518810749054 0.0 0.0 0.0 0.0 0.0
0.0 0.0 4.929801 3.911914 3.8178947 0.7935237 237.0706 -0.6522199 0.38401774101109964 4.275028 4.381483 1.693133 0.1913323998451233 0.44748321175575256 0.0 3.141592653589793 0.0 -0.0 0.0
0.0 0.0 4.898169 3.864325 3.782152 0.78893256 193.6052 -0.2586041 0.5227149738729864 2.01028 5.302677 1.969989 0.5604742169380188 0.294028103351593 3.141592653589793 0.0 0.0 0.0 0.0
0.0 0.0 4.759192 3.983605 3.7875261 0.83703387 163.0224 1.150698 5.1631899665316965 5.630948 1.625039 0.9988058 0.7283902764320374 0.31828901171684265 3.141592653589793 0.0 0.0 3.141592653589793 0.0
0.0 0.0 4.899656 2.855023 3.2326028 0.58269864 225.8064 -1.024625 3.6694244006739396 0.4583051 6.143874 2.260339 0.20521029829978943 0.07469172775745392 0.0 0.0 0.0 0.0 0.0
0.0 0.0 4.655359 4.05203 3.7791831 0.87040126 129.8412 -0.06884743 3.8521431739154437 5.112401 2.402175 1.345393 0.5090165138244629 0.6362621784210205 0.0 3.141592653589793 0.0 3.141592653589793 0.0
0.0 0.0 4.819342 3.876734 3.75844 0.8044115 161.9942 -0.171514 5.283983047624112 4.125016 0.123441 2.99528 0.5273004770278931 0.2809149920940399 0.0 0.0 0.0 0.0 0.0
0.0 0.0 4.750001 4.401266 3.9798489 0.92658216 144.4998 -0.2652631 0.4092385183455036 5.77423 2.159489 1.447559 0.479341596364975 0.4070967137813568 3.141592653589793 0.0 0.0 3.141592653589793 0.0
0.0 0.0 4.279618 3.822394 3.5198627 0.8931624 114.7934 1.006517 1.2763236332236403 4.418135 1.312068 1.219067 0.23113299906253815 0.5326179265975952 3.141592653589793 3.141592653589793 0.0 0.0 0.0
0.0 0.0 4.777844 3.771633 3.6903617 0.7894006 106.9438 0.2249841 5.345437710939201 0.9058853 5.461299 1.214477 0.01703839935362339 0.3332633078098297 0.0 3.141592653589793 0.0 0.0 0.0
0.0 0.0 4.45624 3.910561 3.6325595 0.8775472 87.83989 0.7411482 1.6528711356210835 0.6025065 5.590915 1.988595 0.5517191290855408 0.5521783232688904 0.0 3.141592653589793 0.0 0.0 0.0
0.0 0.0 4.688197 3.831095 3.685671 0.8171787 169.6815 -0.2468091 3.806154255419372 5.451831 2.685147 2.057231 0.3783738911151886 0.04032649099826813 3.141592653589793 0.0 0.0 3.141592653589793 0.0
0.0 0.0 4.797122 4.444481 4.0191264 0.92648906 205.5099 0.5610029 1.487853268072925 1.530811 3.511648 1.828501 0.3661291003227234 0.5994840264320374 3.141592653589793 0.0 0.0 -0.0 0.0
0.0 0.0 4.645152 4.522985 3.9902387 0.9737001 162.0689 1.044236 6.060642735449349 1.118098 5.78918 0.6740167 0.24894979596138 0.7448790073394775 3.141592653589793 3.141592653589793 0.0 0.0 0.0
0.0 0.0 4.091704 3.811219 3.4373465 0.93145037 244.5097 0.8003248 2.1519215812429167 1.902461 3.672203 2.514233 0.27967900037765503 0.43595269322395325 3.141592653589793 3.141592653589793 0.0 -0.0 0.0
0.0 0.0 4.879384 4.064739 3.8737457 0.8330435 204.9024 -0.466288 5.472577731705954 1.991452 5.526654 2.27897 0.15112650394439697 0.47129368782043457 3.141592653589793 3.141592653589793 0.0 0.0 0.0
0.0 0.0 4.267498 3.725816 3.4696968 0.87306803 177.0413 0.1665488 4.3441325045848345 3.427704 2.138774 1.348376 0.09313544631004333 0.2929931879043579 0.0 0.0 0.0 3.141592653589793 0.0
0.0 0.0 4.128113 3.464105 3.2895148 0.8391498 180.81 -0.06972627 0.13478006981625157 4.293518 4.460298 2.323283 0.31485891342163086 0.6034024953842163 3.141592653589793 0.0 0.0 -0.0 0.0
0.0 0.0 4.562586 3.538603 3.4923358 0.7755696 212.0786 0.572394 1.8261958766119548 3.850194 1.269956 0.7729999 0.43158841133117676 0.4462907016277313 0.0 0.0 0.0 0.0 0.0
0.0 0.0 4.700369 4.54862 4.0252066 0.96771556 175.2413 -0.6820102 5.28364729374762 2.9776 0.9847902 1.360846 0.5654203295707703 0.5179144144058228 3.141592653589793 0.0 0.0 0.0 0.0
0.0 0.0 4.930816 4.651448 4.1687956 0.9433424 247.6258 0.9124067 4.251938873323006 3.385271 4.79566 0.9008231 0.33575960993766785 0.2118874043226242 3.141592653589793 0.0 0.0 0.0 0.0
0.0 0.0 4.563416 3.385729 3.414297 0.74192864 238.5587 -0.8235859 1.0856751276807302 4.081732 5.829913 0.9487346 0.700078010559082 0.15643459558486938 3.141592653589793 3.141592653589793 0.0 0.0 0.0
0.0 0.0 4.335326 3.502592 3.388494 0.8079189 54.59153 0.05550194 1.645039161645542 1.657856 0.3669191 1.495926 0.19442079961299896 0.6736739277839661 3.141592653589793 0.0 0.0 0.0 0.0
0.0 0.0 4.726039 4.145394 3.8515816 0.87713915 226.0823 0.1458173 3.3509169598911797 0.09603411 3.377309 1.557181 0.12042400240898132 0.15173380076885223 0.0 3.141592653589793 0.0 -0.0 0.0
0.0 0.0 4.11628 3.840031 3.4606802 0.9328886 153.8944 0.8589755 4.692706550508007 0.06607679 5.883474 1.83146 0.15164980292320251 0.2007995992898941 0.0 3.141592653589793 0.0 0.0 0.0
0.0 0.0 4.967581 3.829115 3.7903748 0.77082086 245.3883 -0.2733051 6.160294632609435 1.678267 1.513298 2.137987 0.036186158657073975 0.09017357975244522 3.141592653589793 0.0 0.0 0.0 0.0
0.0 0.0 4.82013 3.830191 3.735606 0.79462403 147.6677 1.233546 5.752298406623737 3.83955 1.326674 2.15345 0.4905768930912018 0.6870326995849609 3.141592653589793 3.141592653589793 0.0 0.0 0.0
0.0 0.0 4.055206 3.866259 3.446841 0.9534064 135.1203 0.5350823 1.151235160759967 2.999206 2.180624 2.722138 0.40878909826278687 0.6100788116455078 0.0 3.141592653589793 0.0 3.141592653589793 0.0
0.0 0.0 4.288903 4.240341 3.712497 0.98867726 146.5128 0.8434916 4.750924858970535 4.938295 1.943527 1.437903 0.3156718909740448 0.34910181164741516 0.0 0.0 0.0 3.141592653589793 0.0
0.0 0.0 4.229638 3.561784 3.3764408 0.8421014 147.9761 -1.135075 0.36062936429232906 4.392878 0.8324367 1.287732 0.6840698719024658 0.5856946110725403 0.0 3.141592653589793 0.0 0.0 0.0
0.0 0.0 4.976965 2.759829 3.198865 0.5545205 135.2122 1.016182 3.292197665629061 3.522223 4.927639 2.53219 0.27009978890419006 0.35003191232681274 3.141592653589793 0.0 0.0 0.0 0.0
0.0 0.0 4.583665 4.536434 3.96969 0.98969585 217.9613 1.065964 2.8760179701568234 5.795327 4.779947 0.7466914 0.4383932054042816 0.1597422957420349 3.141592653589793 0.0 0.0 0.0 0.0
0.0 0.0 4.390352 4.368673 3.812573 0.9950622 205.5645 0.005175614 0.6027630017459913 2.584727 3.328564 2.250834 0.18123559653759003 0.45318540930747986 0.0 0.0 0.0 -0.0 0.0
0.0 0.0 4.763962 3.24047 3.4078436 0.68020487 167.975 0.2508564 2.482240862574038 4.754643 1.741416 0.4425662 0.33804258704185486 0.23199589550495148 3.141592653589793 3.141592653589793 0.0 3.141592653589793 0.0
0.0 0.0 3.857522 3.646821 3.26491 0.9453792 202.1548 -0.2692142 5.061042803172455 2.552541 4.426048 1.602048 0.4859220087528229 0.3818720877170563 3.141592653589793 0.0 0.0 -0.0 0.0
0.0 0.0 4.920904 4.06662 3.890802 0.8263969 158.4431 0.04635778 2.185353824705892 6.1146 1.500083 0.4336525 0.7066100835800171 0.03680996969342232 0.0 3.141592653589793 0.0 0.0 0.0
0.0 0.0 4.655505 3.63289 3.5746818 0.7803428 213.2412 -0.901028 0.9158098720043952 4.697368 0.005173267 1.311536 0.5288615226745605 0.2503404915332794 3.141592653589793 3.141592653589793 0.0 0.0 0.0
0.0 0.0 4.936108 3.350322 3.527031 0.6787376 209.3139 0.4358501 1.9476154383127167 1.187652 3.25001 1.964324 0.5268033742904663 0.503128170967102 0.0 0.0 0.0 -0.0 0.0
0.0 0.0 4.10543 4.0678 3.5575602 0.99083406 193.0106 -0.006119409 3.8189098963747554 5.169452 3.092006 1.279595 0.3240129053592682 0.5536373853683472 3.141592653589793 3.141592653589793 0.0 3.141592653589793 0.0
0.0 0.0 4.434205 3.108424 3.221878 0.7010104 240.7886 -1.012705 6.081567015680918 5.331002 4.622216 1.411215 0.10538789629936218 0.6972988843917847 0.0 3.141592653589793 0.0 -0.0 0.0
0.0 0.0 4.798234 3.950535 3.7866313 0.82333106 178.2567 0.3385151 0.46571738896899006 0.4623108 4.339961 2.136994 0.5217331051826477 0.6425201296806335 0.0 3.141592653589793 0.0 -0.0 0.0
0.0 0.0 4.859629 3.192309 3.4138525 0.6569038 115.8893 0.1892101 4.077473178313888 1.384341 5.387291 1.832225 0.012553299777209759 0.275677889585495 0.0 3.141592653589793 0.0 0.0 0.0
0.0 0.0 3.887867 3.748188 3.323119 0.9640731 166.2634 -0.8613712 4.917473766105907 4.042057 4.041182 1.991642 0.6416835784912109 0.5499892234802246 3.141592653589793 3.141592653589793 0.0 -0.0 0.0
0.0 0.0 4.876214 3.15078 3.396174 0.6461529 158.9564 -0.7238793 5.078733654209721 5.61604 2.763429 0.5597823 0.3163982927799225 0.2945348918437958 0.0 0.0 0.0 3.141592653589793 0.0
0.0 0.0 4.764369 3.145914 3.3559306 0.66030025 79.89523 0.07504711 1.9589038260427358 0.5982136 0.2193721 1.020916 0.19820299744606018 0.08780185878276825 0.0 3.141592653589793 0.0 0.0 0.0
0.0 0.0 4.31731 3.522345 3.3913114 0.8158657 170.2617 -1.103672 6.143899345520261 6.107756 1.981291 2.230739 0.35402458906173706 0.5542032718658447 3.141592653589793 3.141592653589793 0.0 3.141592653589793 0.0
0.0 0.0 4.95217 4.38137 4.053536 0.88473743 141.0144 -0.2242951 1.9053194687163426 5.970968 2.040133 0.4808967 0.46859049797058105 0.2627832889556885 0.0 3.141592653589793 0.0 3.141592653589793 0.0
0.0 0.0 4.603331 3.461128 3.4678388 0.7518747 170.5459 -0.4188216 4.0556716995211985 1.247847 3.573571 0.9337184 0.46733590960502625 0.6045827269554138 3.141592653589793 0.0 0.0 -0.0 0.0
0.0 0.0 4.798551 3.268667 3.4351346 0.6811779 244.0049 -0.7411085 5.465937984701313 2.139368 1.260365 1.825645 0.727884829044342 0.09265285730361938 3.141592653589793 3.141592653589793 0.0 0.0 0.0
0.0 0.0 4.98134 4.595215 4.1643705 0.9224857 148.9898 0.6297913 1.7090043344520467 1.410984 0.3054319 1.833146 0.36896270513534546 0.7296128869056702 0.0 0.0 0.0 0.0 0.0
0.0 0.0 4.446956 3.719172 3.5375473 0.8363411 227.5193 0.2289544 3.8568643503400466 0.2075119 0.04291181 1.693175 0.23017220199108124 0.5101416707038879 0.0 3.141592653589793 0.0 0.0 0.0
0.0 0.0 4.183156 3.268224 3.213973 0.7812819 204.3883 0.108875 1.9198804295316307 5.156079 0.3223683 1.847098 0.41110658645629883 0.20458239316940308 0.0 3.141592653589793 0.0 0.0 0.0
0.0 0.0 4.957405 2.866251 3.2573113 0.57817566 156.4946 -0.3968874 3.2050075809107597 0.7063048 0.4958541 2.441437 0.393740713596344 0.742770791053772 3.141592653589793 3.141592653589793 0.0 0.0 0.0
0.0 0.0 4.456274 3.872816 3.6147623 0.8690705 158.7958 0.06045005 4.143207922288283 4.655813 1.148833 1.52863 0.6405643820762634 0.5109902024269104 3.141592653589793 0.0 0.0 0.0 0.0
0.0 0.0 4.177523 3.359553 3.2574644 0.8041974 123.5885 0.4520341 0.13072848921577673 2.274822 1.918144 0.5222269 0.7131069898605347 0.1881328970193863 0.0 0.0 0.0 3.141592653589793 0.0
0.0 0.0 4.081807 3.462334 3.2704759 0.84823555 79.59041 -0.2628197 0.3812609833024325 4.643066 0.4903054 0.9096774 0.6768919229507446 0.7368459105491638 3.141592653589793 0.0 0.0 0.0 0.0
0.0 0.0 4.306858 3.425157 3.3392282 0.79527974 205.5361 0.08005142 0.38389280337136 5.241281 6.225026 1.39254 0.3920761048793793 0.10186450183391571 3.141592653589793 3.141592653589793 0.0 0.0 0.0
