H_eff5 H_eff8 mass_1 mass_2 chirp_mass mass_ratio luminosity_distance dec ra psi phase theta_jn a_1 a_2 tilt_1 tilt_2 phi_12 phi_jl geocent_time chi_1 chi_2
-0.5440485 -5.929264 4.978555 2.425498 2.9870927 0.48718914 243.4049 1.34325 3.2269078643322047 5.492471 3.675658 1.381882 0.7163295149803162 0.22230079770088196 3.141592653589793 0.0 0.0 -0.0 0.0 -0.7163295 0.2223008
-0.02536885 0.042916305 3.346609 1.982019 2.2269201 0.59224695 208.6105 -0.8392544 2.9399881374875605 3.831281 2.697402 2.522582 0.004019247833639383 0.3476131856441498 3.141592653589793 3.141592653589793 0.0 3.141592653589793 0.0 -0.004019248 -0.3476132
-0.09258426 -0.71782154 3.994277 3.046759 3.0313663 0.7627811 143.5422 0.02569779 2.2761197984246593 4.258356 4.690175 2.579928 0.49439290165901184 0.4722152054309845 3.141592653589793 0.0 0.0 -0.0 0.0 -0.4943929 0.4722152
-0.016587997 0.217585 3.799745 1.895143 2.3085582 0.4987553 247.1185 -0.1532119 1.7178930618609272 2.114355 0.14543 0.6067727 0.014444890432059765 0.27274641394615173 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.01444489 -0.2727464
0.6090897 8.887761 4.797401 1.639998 2.3755684 0.34185135 225.2119 0.6946588 2.0577906661999847 4.291367 1.29417 2.123719 0.6433640718460083 0.4540073871612549 0.0 0.0 0.0 0.0 0.0 0.6433641 0.4540074
-0.1615849 -1.4529825 4.616108 2.633219 3.0116067 0.57044137 234.6884 0.1692286 1.6300098002027923 2.383298 1.57565 1.354564 0.47619348764419556 0.5191679000854492 3.141592653589793 0.0 0.0 3.141592653589793 0.0 -0.4761935 0.5191679
0.040521752 0.91595274 3.933008 2.152315 2.5102773 0.54724395 209.4043 -0.02771339 1.9509354496038256 2.917489 3.538001 1.426757 0.1614672988653183 0.1384872943162918 0.0 3.141592653589793 0.0 -0.0 0.0 0.1614673 -0.1384873
0.16027717 2.5163453 3.715759 2.575539 2.6841166 0.69313943 138.5172 -0.3523734 4.796449717588146 1.790396 3.412774 2.559967 0.5375863909721375 0.43347591161727905 0.0 3.141592653589793 0.0 -0.0 0.0 0.5375864 -0.4334759
-0.17194411 -1.761261 4.091614 3.1259 3.1077375 0.7639773 89.33109 0.1287757 2.413101143021599 4.290735 3.467503 1.745903 0.3702313005924225 0.5208687782287598 3.141592653589793 3.141592653589793 0.0 -0.0 0.0 -0.3702313 -0.5208688
-0.33010826 -3.6167397 2.992753 2.190678 2.2236488 0.7319942 193.5589 0.9256653 2.0792027074419863 1.935448 5.518726 2.38908 0.5879948735237122 0.6163551807403564 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.5879949 -0.6163552
0.3467984 4.9334464 3.707301 2.509018 2.6450284 0.67677754 190.6234 -0.1293455 2.857101665074701 4.26908 1.069254 1.889504 0.6756852865219116 0.10553570091724396 0.0 0.0 0.0 0.0 0.0 0.6756853 0.1055357
0.3433822 4.8130445 3.832831 3.325577 3.106481 0.8676556 182.3947 0.001071215 1.8189643772128008 3.54053 3.039346 2.351076 0.6506543159484863 0.5795441269874573 0.0 0.0 0.0 3.141592653589793 0.0 0.6506543 0.5795441
0.29022527 4.154508 3.164199 2.334821 2.3607683 0.73788685 209.604 -0.5431494 0.9796082379396509 3.260107 0.3599034 1.457537 0.5992441773414612 0.43918681144714355 0.0 0.0 0.0 0.0 0.0 0.5992442 0.4391868
-0.14965177 -1.3907158 3.277356 1.88453 2.1472092 0.57501537 154.5083 -0.7503178 0.8811133600027503 3.60877 2.527291 1.394679 0.3876552879810333 0.11288289725780487 3.141592653589793 3.141592653589793 0.0 3.141592653589793 0.0 -0.3876553 -0.1128829
-0.06896659 -0.42622867 4.529205 2.349973 2.8102412 0.5188489 169.9727 -0.8759992 1.5324579119549568 1.430032 5.297203 1.101547 0.17434890568256378 0.2927336096763611 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.1743489 -0.2927336
-0.86801726 -9.27733 4.918378 1.373229 2.1776426 0.27920365 208.1423 -0.4255756 2.835319431171051 2.619506 0.6977742 0.8013729 0.7225474715232849 0.6967473030090332 3.141592653589793 0.0 0.0 0.0 0.0 -0.7225475 0.6967473
0.04524179 0.9060769 2.933486 2.901658 2.5398488 0.9891501 208.9237 0.5330447 4.9868691297668235 6.123024 4.957891 1.141953 0.4353136122226715 0.2751128077507019 0.0 3.141592653589793 0.0 0.0 0.0 0.4353136 -0.2751128
0.36794776 5.696224 4.763633 1.522865 2.2734115 0.31968567 229.5395 0.7299979 5.100014391871632 3.779376 6.20032 1.405295 0.49239590764045715 0.14101119339466095 0.0 3.141592653589793 0.0 0.0 0.0 0.4923959 -0.1410112
0.22684298 3.3908305 4.439662 2.719307 3.006871 0.6125032 210.1821 -0.3024551 4.79070981921523 5.485578 2.943259 2.274921 0.5227122902870178 0.0003024718025699258 0.0 3.141592653589793 0.0 3.141592653589793 0.0 0.5227123 -0.0003024718
0.33772796 4.9360456 4.13581 2.22367 2.615136 0.5376625 153.8933 -0.7352517 3.3509324430310983 6.208006 2.318683 1.9472 0.589346170425415 0.14752450585365295 0.0 0.0 0.0 3.141592653589793 0.0 0.5893462 0.1475245
0.07891531 1.3227614 3.607911 2.789773 2.75734 0.7732377 215.4545 -0.523497 2.0382107647715486 4.558669 5.619006 0.6885298 0.05189681053161621 0.5542171001434326 3.141592653589793 0.0 0.0 0.0 0.0 -0.05189681 0.5542171
-0.3971929 -4.059415 4.782977 1.882471 2.5579388 0.39357725 88.88314 0.8779899 4.52118251340999 3.288602 4.876101 0.7975635 0.5330638289451599 0.6418024897575378 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.5330638 -0.6418025
-0.1593154 -1.507208 3.904499 2.739742 2.8384151 0.70168847 227.6401 0.2653329 2.385375446680456 3.80953 6.104024 1.701444 0.5380839109420776 0.4183397889137268 3.141592653589793 0.0 0.0 0.0 0.0 -0.5380839 0.4183398
0.06826958 1.1582648 2.946852 2.470516 2.3470912 0.8383577 246.4386 1.472779 3.1072234361313633 1.070231 0.3777793 1.149713 0.07531710714101791 0.3991101086139679 0.0 0.0 0.0 0.0 0.0 0.07531711 0.3991101
-0.0858846 -0.64318293 3.895791 2.090646 2.460889 0.53664225 170.3353 -0.8871359 6.023353238306122 4.972232 0.2250762 1.797024 0.18069030344486237 0.45329388976097107 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.1806903 -0.4532939
-0.27522177 -3.0131567 3.113607 2.994584 2.6581388 0.96177334 156.4362 0.1253133 4.587270396030846 4.822599 0.7916671 2.623715 0.6122816801071167 0.4995104968547821 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.6122817 -0.4995105
0.48233664 6.8560634 3.374672 1.798873 2.1241326 0.5330512 84.46766 -1.172957 5.1357356868361705 4.889574 6.136769 1.118188 0.6876196265220642 0.3574700951576233 0.0 0.0 0.0 0.0 0.0 0.6876196 0.3574701
0.081204504 1.4446607 3.780194 3.099529 2.9769514 0.81993914 244.0343 0.5424927 0.031830916236259554 2.868552 0.609169 1.745314 0.503395676612854 0.44860461354255676 0.0 3.141592653589793 0.0 0.0 0.0 0.5033957 -0.4486046
-0.2130908 -2.1191278 3.816431 1.985982 2.3716903 0.52037674 244.7367 0.434603 2.6914427217675723 3.913256 1.007975 2.209647 0.355384886264801 0.7195069789886475 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.3553849 -0.719507
0.23139207 3.6053662 4.384458 2.175568 2.656514 0.4962 244.8963 -0.343323 5.923599250262242 2.759423 4.500041 1.273316 0.5054396986961365 0.5264285206794739 0.0 3.141592653589793 0.0 -0.0 0.0 0.5054397 -0.5264285
-0.013638505 0.09137751 2.934194 2.773349 2.4831686 0.94518256 199.4299 0.1348066 4.327068406415975 3.668207 6.214925 2.110653 0.15832950174808502 0.08112745732069016 3.141592653589793 0.0 0.0 0.0 0.0 -0.1583295 0.08112746
-0.5637113 -6.209183 4.063428 2.068001 2.4954777 0.50893015 200.6306 -0.1843947 1.6066744005043176 2.862028 4.856297 1.893145 0.7215021848678589 0.4308969974517822 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.7215022 -0.430897
-0.094173275 -0.6915061 3.820564 1.913257 2.3262246 0.5007787 234.4142 1.100671 2.934525132758182 2.764931 1.496505 2.048221 0.26193371415138245 0.019749080762267113 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.2619337 -0.01974908
-0.18205024 -1.8994195 3.659829 3.253484 3.0029526 0.8889716 124.7519 0.4929184 0.4280436667916163 1.290899 4.802541 1.580174 0.5891208052635193 0.03482921048998833 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.5891208 -0.03482921
-0.13733982 -1.3639439 2.816544 2.500726 2.309574 0.8878704 238.088 1.408835 5.826432084545132 6.005013 3.781974 2.678868 0.5188853144645691 0.019857510924339294 3.141592653589793 0.0 0.0 -0.0 0.0 -0.5188853 0.01985751
-0.45879915 -4.898982 4.077519 1.981976 2.4434834 0.48607403 130.0988 1.042617 1.800819565252148 0.1657742 2.538339 2.487407 0.6677411794662476 0.35103049874305725 3.141592653589793 0.0 0.0 3.141592653589793 0.0 -0.6677412 0.3510305
0.15893255 2.3958497 2.996926 2.059307 2.155127 0.68713975 150.707 0.9737203 2.874605245463073 2.881875 4.201887 2.439695 0.2574023902416229 0.6346310973167419 0.0 0.0 0.0 -0.0 0.0 0.2574024 0.6346311
-0.10913602 -0.97558707 3.826206 2.509242 2.6855369 0.6558042 249.2959 -0.002957706 1.8582019809266583 0.7515408 1.641555 1.2762 0.3239816129207611 0.215985506772995 3.141592653589793 3.141592653589793 0.0 3.141592653589793 0.0 -0.3239816 -0.2159855
0.14594033 2.3065636 3.534489 2.154424 2.38775 0.60954326 189.3712 1.179856 2.431398785645122 0.9676188 6.057621 1.953327 0.4137273132801056 0.0765826627612114 0.0 3.141592653589793 0.0 0.0 0.0 0.4137273 -0.07658266
-0.40356314 -4.4251747 4.195704 2.655021 2.8905227 0.6327951 129.481 -0.9592246 1.2372438783361375 4.04418 2.96194 2.495498 0.7074915170669556 0.05147707834839821 3.141592653589793 0.0 0.0 3.141592653589793 0.0 -0.7074915 0.05147708
-0.102575704 -0.93289906 4.032174 2.755809 2.8915114 0.6834549 248.5855 -0.296335 1.7682579459954084 0.413742 2.955318 1.586488 0.0878959521651268 0.6007580757141113 3.141592653589793 3.141592653589793 0.0 3.141592653589793 0.0 -0.08789595 -0.6007581
0.10151202 1.6345636 3.627139 2.676392 2.7061484 0.73787963 174.3615 -1.089575 2.7491688582824807 1.747383 1.128359 2.992675 0.3533304035663605 0.11303579807281494 0.0 0.0 0.0 0.0 0.0 0.3533304 0.1130358
0.1132486 1.7694511 2.942264 2.181781 2.200762 0.7415314 224.7689 -0.9636394 1.519882638925317 2.052209 3.067939 1.364468 0.1382673978805542 0.5656164884567261 0.0 0.0 0.0 3.141592653589793 0.0 0.1382674 0.5656165
-0.16053319 -1.6525035 2.643063 2.482678 2.2297976 0.9393185 240.7223 -1.057452 5.114501040731312 5.405991 4.115333 2.066452 0.37050661444664 0.4700500965118408 3.141592653589793 3.141592653589793 0.0 -0.0 0.0 -0.3705066 -0.4700501
-0.15370917 -1.5456393 3.494132 2.797641 2.7184677 0.80066836 225.7105 0.4518736 1.7332701349234938 4.940063 3.39777 1.05171 0.4850006103515625 0.13011249899864197 3.141592653589793 3.141592653589793 0.0 -0.0 0.0 -0.4850006 -0.1301125
0.13638987 2.210361 4.275715 3.070544 3.1457286 0.71813583 229.776 1.172711 0.6473777692165257 5.037395 1.715998 1.199763 0.540978193283081 0.5001009702682495 0.0 3.141592653589793 0.0 3.141592653589793 0.0 0.5409782 -0.500101
-0.12119899 -1.1897719 3.471603 3.01014 2.8127537 0.86707497 175.5923 1.097848 1.3232877874263593 1.091515 1.02799 1.429862 0.05433686822652817 0.5701044201850891 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.05433687 -0.5701044
0.41888368 5.962381 4.616408 2.779967 3.0988643 0.6021927 179.1647 0.04183392 1.6316846009442614 4.046584 0.3691238 0.6835325 0.7117506861686707 0.266605406999588 0.0 3.141592653589793 0.0 0.0 0.0 0.7117507 -0.2666054
0.17182924 2.6105354 4.111238 2.798404 2.9419732 0.6806719 203.8493 0.4188162 4.845028361258784 4.867197 2.837202 0.4193775 0.4790616035461426 0.02163795940577984 0.0 0.0 0.0 3.141592653589793 0.0 0.4790616 0.02163796
-0.52955675 -5.787334 4.676644 2.364083 2.86177 0.5055085 114.4954 0.350094 2.878515608915457 2.777318 5.345688 0.8310637 0.7176696062088013 0.14269930124282837 3.141592653589793 0.0 0.0 0.0 0.0 -0.7176696 0.1426993
-0.1012048 -0.8822944 4.187447 3.041398 3.0988448 0.7263132 236.099 -0.1108268 6.257642490931659 2.160939 1.391411 1.458303 0.40326520800590515 0.18734270334243774 3.141592653589793 0.0 0.0 0.0 0.0 -0.4032652 0.1873427
-0.153498 -1.3971735 4.416406 2.978543 3.145261 0.6744269 214.6805 -0.09845359 5.831320878075765 2.113469 3.494207 0.7502681 0.5436822175979614 0.5351356267929077 3.141592653589793 0.0 0.0 -0.0 0.0 -0.5436822 0.5351356
0.03934717 0.83493644 3.124108 2.870168 2.6063497 0.91871595 226.7535 0.8403538 5.9748052919033015 6.121145 6.086979 1.766178 0.39755409955978394 0.30891281366348267 0.0 3.141592653589793 0.0 0.0 0.0 0.3975541 -0.3089128
0.097595915 1.6141458 3.189154 2.210109 2.3034916 0.69300795 194.9461 0.4589448 3.70982786957871 3.695406 4.473498 1.247028 0.3662002980709076 0.11536400020122528 0.0 3.141592653589793 0.0 -0.0 0.0 0.3662003 -0.115364
0.022903875 0.769998 3.280315 2.258709 2.3614504 0.68856466 90.19378 -0.8929132 6.227586102673065 0.4952398 4.272195 2.89508 0.4323500096797943 0.7000436186790466 0.0 3.141592653589793 0.0 -0.0 0.0 0.43235 -0.7000436
-0.05375551 -0.34371668 3.296394 3.157803 2.8085754 0.9579568 211.3056 -0.7822102 0.5102133549862486 3.176881 5.481878 2.307927 0.42322081327438354 0.23977990448474884 3.141592653589793 0.0 0.0 0.0 0.0 -0.4232208 0.2397799
0.055092297 1.1478887 3.012319 1.975674 2.1143875 0.6558648 150.4846 0.07082099 0.8574673384627971 5.326827 0.06719512 0.8454649 0.38341379165649414 0.5560368895530701 0.0 3.141592653589793 0.0 0.0 0.0 0.3834138 -0.5560369
0.079138264 1.2996068 2.971924 2.529439 2.3853006 0.8511116 212.1005 -0.9138236 3.2136749674984983 4.969415 3.1783 0.8776459 0.20153580605983734 0.334844708442688 0.0 0.0 0.0 -0.0 0.0 0.2015358 0.3348447
0.020346954 0.6196212 2.970523 2.697793 2.4638493 0.90818787 212.7684 0.04379194 2.1891707470069903 3.924177 2.878717 2.022068 0.3501640856266022 0.48528480529785156 3.141592653589793 0.0 0.0 3.141592653589793 0.0 -0.3501641 0.4852848
0.0527231 1.020124 3.716522 2.32008 2.5422914 0.6242611 235.4819 -0.4338787 0.8461081276382032 0.3931068 0.2936306 2.066211 0.02467041090130806 0.48494890332221985 0.0 0.0 0.0 0.0 0.0 0.02467041 0.4849489
-0.15817364 -1.3928972 3.698118 2.98457 2.8888652 0.80705106 229.188 0.2563466 0.7619768075146425 1.796422 5.942434 1.465016 0.7461667060852051 0.7498757243156433 3.141592653589793 0.0 0.0 0.0 0.0 -0.7461667 0.7498757
-0.13460562 -1.2105569 3.751328 2.252018 2.5140588 0.6003255 178.5187 0.5526053 3.346427480065593 5.661593 4.846219 1.924858 0.4059683084487915 0.2216119021177292 3.141592653589793 0.0 0.0 0.0 0.0 -0.4059683 0.2216119
0.21371336 3.081495 2.623249 2.517045 2.2368698 0.9595143 175.5294 -0.8083786 5.040713429335717 5.833419 4.557436 0.9259504 0.6804398894309998 0.019900880753993988 0.0 3.141592653589793 0.0 -0.0 0.0 0.6804399 -0.01990088
0.08428073 1.3618991 2.807886 2.638476 2.3692904 0.93966633 207.5664 -0.4168421 2.4313262291889117 3.99438 5.074004 1.886452 0.1255664974451065 0.3962050974369049 0.0 0.0 0.0 0.0 0.0 0.1255665 0.3962051
-0.12999292 -1.1699382 4.227262 2.362166 2.7280493 0.55879337 196.5948 -0.157804 1.7483487945628298 1.454074 5.951907 0.4989026 0.28171271085739136 0.4835937023162842 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.2817127 -0.4835937
-0.21172456 -1.9307874 4.861233 2.094094 2.730122 0.43077424 193.8512 -0.2335937 1.5820561654308989 1.877208 3.316614 1.242763 0.4302838146686554 0.40921491384506226 3.141592653589793 0.0 0.0 -0.0 0.0 -0.4302838 0.4092149
0.1431662 2.2246835 3.992717 2.493929 2.7320433 0.6246195 131.3361 0.4378127 1.9542561809703187 5.690577 4.481572 1.265797 0.280779093503952 0.5619820952415466 0.0 0.0 0.0 -0.0 0.0 0.2807791 0.5619821
-0.012505673 0.2950701 4.465925 2.617761 2.9556503 0.58616316 243.6983 -0.7187403 2.6441761805672144 5.719681 4.067321 1.71672 0.25748321413993835 0.7094256281852722 0.0 3.141592653589793 0.0 -0.0 0.0 0.2574832 -0.7094256
0.6292957 8.992378 3.989306 1.662274 2.2005236 0.4166825 239.2173 0.05873349 1.5521041966767228 1.52942 3.599552 1.356073 0.7140607237815857 0.20865529775619507 0.0 3.141592653589793 0.0 -0.0 0.0 0.7140607 -0.2086553
0.064135864 1.259901 3.588005 2.141066 2.3970275 0.59672886 233.3813 0.2975871 5.448092054493813 1.245492 2.334631 2.348067 0.32318198680877686 0.46572768688201904 0.0 3.141592653589793 0.0 3.141592653589793 0.0 0.323182 -0.4657277
-0.20169939 -1.9818105 4.615507 2.630601 3.0098422 0.56994843 138.5506 1.094232 4.7671951852153 5.460263 2.227974 3.0154 0.47336989641189575 0.05937262997031212 3.141592653589793 0.0 0.0 3.141592653589793 0.0 -0.4733699 0.05937263
-0.012235414 0.38889495 3.829149 1.650952 2.1515148 0.43115374 236.2929 0.04541217 3.247437139323651 3.679816 3.599051 2.298419 0.15602539479732513 0.6834895014762878 3.141592653589793 0.0 0.0 -0.0 0.0 -0.1560254 0.6834895
-0.03271014 -0.070071444 4.291234 2.805255 3.0069354 0.6537175 249.7211 -0.4553832 0.8011831728708643 5.545845 0.9752466 1.852556 0.17398080229759216 0.1413232982158661 3.141592653589793 0.0 0.0 0.0 0.0 -0.1739808 0.1413233
0.047342315 0.9665762 4.507524 2.94921 3.159923 0.654286 147.5107 0.01774941 0.8841243918923141 5.887239 4.190667 1.806985 0.2541877031326294 0.26339221000671387 0.0 3.141592653589793 0.0 -0.0 0.0 0.2541877 -0.2633922
0.14497864 2.4229932 3.815863 1.733611 2.205344 0.45431688 118.7246 0.7131194 1.2383796594567542 0.1111573 3.64184 1.171686 0.33700698614120483 0.0620686300098896 0.0 3.141592653589793 0.0 -0.0 0.0 0.337007 -0.06206863
-0.5808714 -6.3019605 4.666199 2.071074 2.6631677 0.44384605 234.6928 -0.301411 1.2531572148970653 5.863345 4.237 1.946046 0.7047039866447449 0.06967414915561676 3.141592653589793 0.0 0.0 -0.0 0.0 -0.704704 0.06967415
-0.34224787 -3.6328678 4.581699 2.651817 3.0121193 0.57878464 182.4495 0.8945557 1.0096673395844036 1.453433 4.23904 1.978584 0.6320018172264099 0.19644039869308472 3.141592653589793 0.0 0.0 -0.0 0.0 -0.6320018 0.1964404
-0.20620078 -2.1085737 3.779913 3.071907 2.9632804 0.8126925 244.4162 0.03071386 4.845519180589676 5.71806 1.714628 1.595036 0.6569476127624512 0.36931198835372925 3.141592653589793 0.0 0.0 3.141592653589793 0.0 -0.6569476 0.369312
0.36471936 5.3897734 3.696763 1.829971 2.2369988 0.49501982 73.38614 0.271023 4.111813009110833 1.163937 3.292232 2.602442 0.6179553866386414 0.5026332139968872 0.0 3.141592653589793 0.0 -0.0 0.0 0.6179554 -0.5026332
-0.11632247 -0.92837197 4.032622 1.951529 2.410888 0.48393553 218.8609 0.5887288 3.280272957859765 1.507363 1.517717 0.04491238 0.29843080043792725 0.017130179330706596 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.2984308 -0.01713018
0.27662688 4.0227203 3.653238 2.447649 2.5928519 0.6699944 239.3088 0.424522 5.7508533932759605 1.396194 3.990151 1.527362 0.6178932785987854 0.11881300061941147 0.0 3.141592653589793 0.0 -0.0 0.0 0.6178933 -0.118813
-0.08235837 -0.5530889 4.385109 2.381902 2.7878103 0.54317963 228.7431 1.125125 4.875323662728974 4.993238 2.130008 1.421565 0.3039858043193817 0.375395804643631 3.141592653589793 0.0 0.0 3.141592653589793 0.0 -0.3039858 0.3753958
0.33395705 4.9854455 4.096398 1.838756 2.3521736 0.44887143 181.2111 0.1022978 4.607908225143532 3.744134 0.3282062 1.633229 0.5155311822891235 0.5326042771339417 0.0 0.0 0.0 0.0 0.0 0.5155312 0.5326043
-0.2617369 -2.415849 4.269792 1.501072 2.1470234 0.35155624 199.5482 -0.5355318 2.9795437765667074 5.74333 3.083076 1.487913 0.40707460045814514 0.49095749855041504 3.141592653589793 3.141592653589793 0.0 3.141592653589793 0.0 -0.4070746 -0.4909575
0.17371833 2.7542224 3.75361 3.080591 2.9574156 0.8207009 207.0762 0.2517516 1.7906843809421034 4.184178 1.464349 0.5577506 0.7369202971458435 0.6770681142807007 0.0 3.141592653589793 0.0 0.0 0.0 0.7369203 -0.6770681
-0.062649935 -0.13312426 4.113387 1.531773 2.1345246 0.37238726 176.7939 0.1294984 1.2563450933182239 0.5193904 5.778954 2.158179 0.21163369715213776 0.6580690145492554 3.141592653589793 0.0 0.0 0.0 0.0 -0.2116337 0.658069
-0.051026076 -0.36436728 3.589094 3.25646 2.9754772 0.9073209 147.6897 0.2907644 1.4066931783697427 1.811212 1.66439 1.347713 0.17862200736999512 0.19105200469493866 3.141592653589793 3.141592653589793 0.0 3.141592653589793 0.0 -0.178622 -0.191052
-0.34400207 -3.5403664 4.449603 2.247211 2.721482 0.5050363 240.7262 0.6424081 0.5780509221319434 3.214685 5.595311 0.9347727 0.6106613278388977 0.5194557905197144 3.141592653589793 0.0 0.0 0.0 0.0 -0.6106613 0.5194558
0.42527157 5.9056897 3.749217 2.960191 2.8961387 0.7895491 232.5947 0.09576132 4.022044563748487 5.607556 0.9732687 2.435413 0.6828622817993164 0.6800531148910522 0.0 0.0 0.0 0.0 0.0 0.6828623 0.6800531
-0.07170558 -0.5762322 3.942271 3.09504 3.0364513 0.7850906 246.5562 -0.3100953 4.020395709153227 0.817584 0.8159807 3.025492 0.3177804946899414 0.012748000212013721 3.141592653589793 0.0 0.0 0.0 0.0 -0.3177805 0.012748
-0.16376047 -1.4318664 4.519721 2.011699 2.5834694 0.4450936 207.8572 1.016135 4.609277745718565 6.023777 5.537 1.871959 0.3487485945224762 0.18679040670394897 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.3487486 -0.1867904
0.13988313 2.3297286 3.969756 2.180154 2.538498 0.549191 97.08208 0.05061379 2.3175433953244564 2.936751 2.812246 1.609227 0.43581831455230713 0.5338981747627258 0.0 3.141592653589793 0.0 3.141592653589793 0.0 0.4358183 -0.5338982
0.332595 4.898519 4.26324 2.146295 2.6031082 0.5034422 183.6694 0.4370089 2.208346172332959 0.03568985 1.963764 1.318801 0.5430179834365845 0.4883089065551758 0.0 0.0 0.0 3.141592653589793 0.0 0.543018 0.4883089
0.009784813 0.43933696 4.197967 2.756868 2.9485986 0.656715 192.9897 0.9417068 1.608183419632688 2.097944 3.489819 2.279091 0.015486760064959526 0.099427729845047 0.0 0.0 0.0 -0.0 0.0 0.01548676 0.09942773
0.25542453 3.8547041 4.299353 2.311624 2.7185612 0.5376679 185.9999 -0.7719824 2.6585394950477266 1.092287 0.03473539 0.4483203 0.530407190322876 0.26324158906936646 0.0 3.141592653589793 0.0 0.0 0.0 0.5304072 -0.2632416
-0.028534506 0.06892453 4.534161 2.639527 2.98996 0.58214235 154.0168 0.4558016 0.8798549789348158 4.415253 0.4381258 2.445847 0.19189490377902985 0.685710072517395 0.0 3.141592653589793 0.0 0.0 0.0 0.1918949 -0.6857101
0.03855926 0.79012114 2.848556 2.228087 2.1898725 0.7821812 147.9901 0.08337653 1.8598569545963173 1.69436 4.24777 2.124205 0.06336738169193268 0.3992263078689575 3.141592653589793 0.0 0.0 -0.0 0.0 -0.06336738 0.3992263
-0.03933253 -0.21772224 2.988743 2.702227 2.4733696 0.904135 127.7561 0.3241454 3.6804275576530117 6.086286 2.721357 0.2727865 0.23508310317993164 0.0033972400706261396 3.141592653589793 0.0 0.0 3.141592653589793 0.0 -0.2350831 0.00339724
-0.09688659 -0.859203 2.641403 2.372149 2.1784968 0.898064 229.1123 -0.497593 1.0895011823444634 2.67521 4.533818 1.005156 0.20444589853286743 0.5962914228439331 0.0 3.141592653589793 0.0 -0.0 0.0 0.2044459 -0.5962914
0.45246476 6.4590917 3.34161 1.807244 2.119539 0.5408303 144.3937 -0.2861188 1.0745108364930616 3.385334 4.08789 1.621181 0.6892989277839661 0.10194709897041321 0.0 3.141592653589793 0.0 -0.0 0.0 0.6892989 -0.1019471
0.069270134 1.2437832 3.877029 2.898049 2.9119241 0.74749225 239.8392 -0.6551762 2.310182246495458 5.054818 2.378646 1.439531 0.21067839860916138 0.6463984847068787 3.141592653589793 0.0 0.0 3.141592653589793 0.0 -0.2106784 0.6463985
-0.06947447 -0.56848884 3.719553 2.998409 2.903899 0.8061208 197.1312 1.113073 5.59622378879677 1.001271 0.5336366 1.377074 0.1759496033191681 0.3179137110710144 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.1759496 -0.3179137
-0.09255601 -0.55982757 4.869815 1.880982 2.577907 0.3862533 218.151 -0.5607394 3.437812908140323 2.394873 4.972303 1.532288 0.16309240460395813 0.5939862132072449 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.1630924 -0.5939862
-0.4577155 -4.9542294 3.512046 1.826966 2.1821382 0.5201999 198.3404 -0.8026264 1.3239383631293435 1.935297 1.022603 2.582262 0.6741970777511597 0.09996756911277771 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.6741971 -0.09996757
0.09128613 1.673038 4.577385 2.062924 2.6340423 0.4506774 191.5366 1.375293 3.9912747128643886 1.487349 4.43209 2.010255 0.19510670006275177 0.4304305911064148 0.0 0.0 0.0 -0.0 0.0 0.1951067 0.4304306
0.12261479 1.8881326 2.938708 2.642739 2.425365 0.89928603 242.2147 0.1745354 5.949917955624834 5.736118 6.005911 0.9488797 0.48808878660202026 0.004324323032051325 0.0 0.0 0.0 0.0 0.0 0.4880888 0.004324323
-0.09491934 -0.856042 3.661621 2.910583 2.838245 0.7948892 202.2148 -1.077806 2.2728487525595824 2.796728 0.2733508 1.816234 0.3559581935405731 0.11062829941511154 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.3559582 -0.1106283
0.14675568 2.2941961 3.63319 2.2514 2.4757185 0.6196758 233.7864 -1.235541 2.8191490307648905 1.69723 1.235292 2.899982 0.36859890818595886 0.3311533033847809 0.0 0.0 0.0 0.0 0.0 0.3685989 0.3311533
-0.11405254 -1.0492754 3.451041 2.147834 2.35695 0.6223728 178.222 1.14177 4.227051580397017 0.2232018 0.1271532 2.426773 0.03928573057055473 0.7229536175727844 3.141592653589793 3.141592653589793 0.0 0.0 0.0 -0.03928573 -0.7229536
0.08349579 1.5907869 4.60183 2.603234 2.989088 0.5656954 113.9463 0.0999978 5.8744695828888425 4.068945 1.051504 1.707527 0.40122130513191223 0.6587653160095215 0.0 3.141592653589793 0.0 0.0 0.0 0.4012213 -0.6587653
